AUC,Accuracy,Precision,Recall,F1,MCC,Method,Time (s)
0.6850728898168812,0.7222622998124368,0.5524625267665952,0.19364523392544408,0.2867728788440163,0.1955035603772329,TomekLinks,7.73
0.682703652168929,0.6398788053671909,0.4150298889837746,0.6079559669752315,0.4933008526187576,0.23915150604706134,RandomOverSampler,1.59
0.6817310524708026,0.6206896551724138,0.40262548262548264,0.6522391793845385,0.49789915966386555,0.2361993524864575,RandomUnderSampler,0.86
0.6736720685471023,0.5923387678545664,0.38384831460674157,0.6837628221165875,0.4916794099127462,0.21666408981087326,EditedNearestNeighbours,5.71
0.6603953979169122,0.7114413504544799,0.49912229373902867,0.21341005754315737,0.29898352611286366,0.1744894156965909,ADASYN,4.28
0.6585964942536097,0.7063915740874332,0.47943661971830986,0.21290968226169626,0.2948717948717949,0.16165834520411085,SMOTE,2.33
0.5251651485699931,0.47417400086567596,0.30235350624399615,0.6299724793595196,0.40860040567951317,0.037943617596952126,NearMiss-1,2.65
